Area,year,houseSales,meanHousePrice,MedianHousePrice,population,meanAnnualSalary,MedianAnnualSalary,weeklyRent,nominalHousePrice,realHousePrice,trendInRealHouse,realAWE,CPIH,CPI,OOH
Scotland,2018,,,,2590000,32200,24600,,,,,,,,
Scotland,2019,,,,2570000,33300,25700,,,,,,,,
Scotland,2020,,,,2580000,33600,26000,,,,,,,,
Scotland,2021,,,,2690000,35100,26800,,,,,,,,
Scotland,2022,,,,,,,,,,,,,,
Scotland,2023,,,,,,,,,,,,,,
Northern Ireland,1975,,,,,,,,,,,,,,
Northern Ireland,1976,,,,,,,,,,,,,,
Northern Ireland,1977,,,,,,,,,,,,,,
Northern Ireland,1978,,,,,,,,,,,,,,
Northern Ireland,1979,,,,,,,,,,,,,,
Northern Ireland,1980,,,,,,,,,,,,,,
Northern Ireland,1981,,,,,,,,,,,,,,
Northern Ireland,1982,,,,,,,,,,,,,,
Northern Ireland,1983,,,,,,,,,,,,,,
Northern Ireland,1984,,,,,,,,,,,,,,
Northern Ireland,1985,,,,,,,,,,,,,,
Northern Ireland,1986,,,,,,,,,,,,,,
Northern Ireland,1987,,,,,,,,,,,,,,
Northern Ireland,1988,,,,,,,,,,,,,,
Northern Ireland,1989,,,,,,,,,,,,,,
Northern Ireland,1990,,,,,,,,,,,,,,
Northern Ireland,1991,,,,,,,,,,,,,,
Northern Ireland,1992,,,,,,,,,,,,,,
Northern Ireland,1993,,,,,,,,,,,,,,
Northern Ireland,1994,,,,,,,,,,,,,,
Northern Ireland,1995,,,,,,,,,,,,,,
Northern Ireland,1996,,,,,,,,,,,,,,
Northern Ireland,1997,,,,,,,,,,,,,,
Northern Ireland,1998,,,,,,,,,,,,,,
Northern Ireland,1999,,,,638000,16500,13000,,,,,,,,
Northern Ireland,2000,,,,666000,17300,13400,,,,,,,,
Northern Ireland,2001,,,,552000,18700,14100,,,,,,,,
Northern Ireland,2002,,,,629000,18400,14200,,,,,,,,
Northern Ireland,2003,,,,701000,18900,14700,,,,,,,,
Northern Ireland,2004,,,,746000,19600,15400,,,,,,,,
Northern Ireland,2005,,,,773000,20900,15900,,,,,,,,
Northern Ireland,2006,,,,785000,22000,16600,,,,,,,,
Northern Ireland,2007,,,,801000,23000,17300,,,,,,,,
Northern Ireland,2008,,,,760000,23000,17500,,,,,,,,
Northern Ireland,2009,,,,747000,23500,17800,,,,,,,,
Northern Ireland,2010,,,,762000,23100,18000,,,,,,,,
Northern Ireland,2011,,,,746000,24200,19100,,,,,,,,
Northern Ireland,2012,,,,732000,24900,19600,,,,,,,,
Northern Ireland,2013,,,,730000,25600,20100,,,,,,,,
Northern Ireland,2014,,,,738000,26200,20900,,,,,,,,
Northern Ireland,2015,,,,725000,27400,21600,,,,,,,,
Northern Ireland,2016,,,,741000,27200,21400,,,,,,,,
Northern Ireland,2017,,,,760000,28900,23200,,,,,,,,
Northern Ireland,2018,,,,777000,29200,23400,,,,,,,,
Northern Ireland,2019,,,,783000,30600,24600,,,,,,,,
Northern Ireland,2020,,,,783000,31100,24800,,,,,,,,
Northern Ireland,2021,,,,810000,32400,25800,,,,,,,,
Northern Ireland,2022,,,,,,,,,,,,,,
Northern Ireland,2023,,,,,,,,,,,,,,
United Kingdom,1975,,,,,,,,11288,120481,114974,,,,
United Kingdom,1976,,,,,,,,12209,113248,117625,,,,
United Kingdom,1977,,,,,,,,13150,107854,120338,,,,
United Kingdom,1978,,,,,,,,16823,127503,123113,,,,
United Kingdom,1979,,,,,,,,21966,142151,125952,,,,
United Kingdom,1980,,,,,,,,23439,131902,128857,,,,
United Kingdom,1981,,,,,,,,23798,119320,131829,,,,
United Kingdom,1982,,,,,,,,25580,120791,134869,,,,
United Kingdom,1983,,,,,,,,28623,128614,137979,,,,
United Kingdom,1984,,,,,,,,32543,139624,141161,,,,
United Kingdom,1985,,,,,,,,35439,144103,144417,,,,
United Kingdom,1986,,,,,,,,39539,155647,147747,,,,
United Kingdom,1987,,,,,,,,44355,167437,151155,,,,
United Kingdom,1988,,,,,,,,57245,202923,154641,,,,
United Kingdom,1989,,,,,,,,61495,202510,158207,,,,
United Kingdom,1990,,,,,,,,54919,164451,161855,,,,
United Kingdom,1991,,,,,,,,53635,154206,165588,,,,
United Kingdom,1992,,,,,,,,50168,140001,169407,,,,
United Kingdom,1993,,,,,,,,51050,140252,173314,,,,
United Kingdom,1994,,,,,,,,52114,139533,177311,,,,
United Kingdom,1995,,,,,,,,50930,132185,181400,,,,
United Kingdom,1996,,,,,,,,55169,139561,185583,,,,
United Kingdom,1997,,,,,,,,61830,150829,189863,,,,
United Kingdom,1998,,,,,,,,66313,157108,194242,,,,
United Kingdom,1999,,,,27200000,19600,14400,,74638,174287,198721,,,,
United Kingdom,2000,,,,29300000,20300,14800,,81628,184885,203304,415,,,
United Kingdom,2001,,,,28600000,21400,15500,,92533,207413,207992,429,,,
United Kingdom,2002,,,,28900000,21600,15800,,115940,253464,212790,435,,,
United Kingdom,2003,,,,28500000,21900,16000,,133903,285211,217697,447,,,
United Kingdom,2004,,,,30300000,22800,16400,,152464,313933,222717,458,,,
United Kingdom,2005,,,,31100000,24300,17100,,157387,316451,227854,467,,,
United Kingdom,2006,,,,31800000,25500,17700,,172065,332830,233109,471,,,
United Kingdom,2007,,,,32500000,26800,18500,,183959,341590,238484,480,,,
United Kingdom,2008,,,,31000000,27000,19000,,156828,285508,243984,481,,,
United Kingdom,2009,,,,30600000,28400,19600,,162116,291177,246611,473,,,
United Kingdom,2010,,,,31300000,27400,19500,,162971,279689,255368,466,,,
United Kingdom,2011,,,,30800000,28800,20300,,164785,269052,261257,455,,,
United Kingdom,2012,,,,30600000,29600,21000,,162924,258012,267282,448,,,
United Kingdom,2013,,,,30400000,31300,21900,,174444,269145,273446,445,,,
United Kingdom,2014,,,,30700000,31800,22400,,189002,286053,279753,449,7,5,17
United Kingdom,2015,,,,31000000,33400,23200,,197044,294243,286204,457,5,2,19
United Kingdom,2016,,,,31200000,33500,23600,,205937,301853,292804,460,18,16,26
United Kingdom,2017,,,,31200000,34800,24400,,211433,298005,299557,459,27,30,13
United Kingdom,2018,,,,3160000,35400,25000,,214178,292869,306465,494,20,21,12
United Kingdom,2019,,,,3150000,36700,26000,,215925,288968,313533,472,14,13,12
United Kingdom,2020,,,,31700000,37300,26300,,229819,304115,320763,490,8,6,13
United Kingdom,2021,,,,33000000,39400,27200,,253113,313334,328161,481,48,54,22
United Kingdom,2022,,,,,,,,265195,288343,335729,465,92,105,38
United Kingdom,2023,,,,,,,,,,,,42,40,53
